32999.00ms : 0.83;-0.58;-0.51;165.10;-91.80;0.61
33019.00ms : 0.80;-0.61;-0.44;163.88;-91.00;0.37
33039.00ms : 0.75;-0.63;-0.42;157.29;-90.03;0.73
33059.00ms : 0.77;-0.62;-0.42;152.10;-90.64;5.13
33079.00ms : 0.84;-0.62;-0.43;151.43;-92.22;12.94
33099.00ms : 0.85;-0.60;-0.40;151.12;-93.38;18.80
33119.00ms : 0.80;-0.64;-0.46;147.89;-93.87;25.21
33139.00ms : 0.78;-0.65;-0.44;141.97;-94.42;27.47
33159.00ms : 0.78;-0.62;-0.46;139.40;-96.62;34.06
33179.00ms : 0.78;-0.66;-0.48;137.70;-95.46;35.95
33199.00ms : 0.78;-0.73;-0.45;132.14;-92.90;34.61
33219.00ms : 0.79;-0.70;-0.46;122.92;-91.74;31.31
33239.00ms : 0.82;-0.64;-0.50;118.29;-90.39;33.26
33259.00ms : 0.80;-0.63;-0.46;117.43;-86.00;29.54
33279.00ms : 0.76;-0.63;-0.45;113.59;-84.05;26.86
33299.00ms : 0.77;-0.64;-0.42;107.97;-82.15;25.15
33319.00ms : 0.82;-0.64;-0.42;101.87;-80.99;24.84
33339.00ms : 0.82;-0.63;-0.40;97.17;-78.25;18.74
33359.00ms : 0.76;-0.58;-0.41;94.42;-75.50;15.56
33379.00ms : 0.76;-0.61;-0.40;94.30;-71.04;14.95
33399.00ms : 0.76;-0.63;-0.41;88.81;-66.65;14.47
33419.00ms : 0.74;-0.60;-0.42;77.64;-62.81;13.61
33439.00ms : 0.73;-0.55;-0.42;68.48;-60.42;15.01
33459.00ms : 0.75;-0.58;-0.43;57.62;-56.27;18.01
33479.00ms : 0.76;-0.62;-0.39;46.75;-51.45;20.57
33499.00ms : 0.78;-0.55;-0.40;32.29;-48.40;21.55
33519.00ms : 0.81;-0.49;-0.39;21.24;-45.10;24.72
33539.00ms : 0.83;-0.48;-0.36;14.71;-40.89;29.72
33559.00ms : 0.84;-0.52;-0.35;6.53;-32.90;31.07
33579.00ms : 0.89;-0.50;-0.41;-5.80;-28.63;28.44
33599.00ms : 0.89;-0.39;-0.40;-9.58;-25.63;29.30
33619.00ms : 0.91;-0.42;-0.33;-8.79;-22.16;32.23
33639.00ms : 0.92;-0.51;-0.32;-10.93;-16.60;29.24
33659.00ms : 0.85;-0.46;-0.32;-15.87;-13.12;21.36
33679.00ms : 0.82;-0.43;-0.35;-15.81;-11.11;22.22
33699.00ms : 0.90;-0.50;-0.27;-14.53;-11.11;26.73
33719.00ms : 0.94;-0.56;-0.24;-14.22;-9.09;20.63
33739.00ms : 0.88;-0.46;-0.38;-13.24;-6.23;11.17
33759.00ms : 0.87;-0.50;-0.17;-17.46;7.32;-6.96
33779.00ms : 0.88;-0.68;-0.23;-16.60;4.33;-17.52
33799.00ms : 0.83;-0.64;-0.14;-28.50;0.00;-7.63
33819.00ms : 0.84;-0.47;-0.20;-37.48;-1.95;12.39
33839.00ms : 0.79;-0.42;-0.25;-30.70;8.42;21.30
33859.00ms : 0.86;-0.53;-0.32;-28.02;13.24;20.14
33879.00ms : 0.95;-0.52;-0.32;-40.16;13.31;15.93
33899.00ms : 0.98;-0.40;-0.28;-48.58;9.77;23.38
33919.00ms : 0.99;-0.22;-0.20;-38.45;6.16;31.19
33939.00ms : 0.97;-0.07;-0.12;-21.97;0.79;33.87
33959.00ms : 0.92;-0.24;-0.14;0.92;-3.91;33.75
33979.00ms : 0.92;-0.34;-0.24;11.35;1.40;21.97
33999.00ms : 1.15;-0.25;-0.27;-0.31;8.00;18.98
34019.00ms : 1.31;-0.22;-0.22;-9.89;7.93;19.59
34039.00ms : 1.01;-0.39;-0.18;3.11;3.72;16.05
34059.00ms : 0.78;-0.52;-0.21;9.70;4.21;11.41
34079.00ms : 0.84;-0.41;-0.30;2.50;5.00;13.92
34099.00ms : 1.01;-0.36;-0.30;-5.68;7.87;17.21
34119.00ms : 0.99;-0.38;-0.28;-8.48;5.80;13.92
34139.00ms : 0.91;-0.33;-0.25;-6.47;5.19;10.86
34159.00ms : 0.92;-0.26;-0.25;-8.12;5.86;11.84
34179.00ms : 0.97;-0.18;-0.28;-6.53;5.92;10.74
34199.00ms : 0.96;-0.21;-0.29;-1.65;6.59;11.66
34219.00ms : 0.92;-0.25;-0.27;0.49;7.93;10.31
34239.00ms : 0.95;-0.25;-0.25;-1.04;8.18;5.92
34259.00ms : 0.98;-0.21;-0.28;-2.75;6.59;2.56
34279.00ms : 1.00;-0.27;-0.28;-1.28;4.39;2.14
34299.00ms : 0.93;-0.31;-0.29;7.14;0.24;2.75
34319.00ms : 0.95;-0.29;-0.29;11.78;1.16;0.24
34339.00ms : 1.00;-0.32;-0.27;10.50;-2.08;0.00
34359.00ms : 0.94;-0.33;-0.28;2.87;-1.59;-1.04
34379.00ms : 0.94;-0.31;-0.29;0.24;-0.49;-1.65
34399.00ms : 0.96;-0.27;-0.31;0.92;0.55;-2.75
34419.00ms : 0.97;-0.26;-0.33;1.71;2.14;-1.10
34439.00ms : 0.94;-0.31;-0.30;2.69;1.77;0.67
34459.00ms : 0.95;-0.31;-0.29;2.01;1.40;0.37
34479.00ms : 0.96;-0.26;-0.28;3.36;1.77;0.00
34499.00ms : 0.96;-0.27;-0.28;3.60;1.40;0.37
34519.00ms : 0.95;-0.27;-0.29;0.85;-0.24;1.95
34539.00ms : 0.96;-0.29;-0.29;0.98;-1.16;1.71
34559.00ms : 0.96;-0.27;-0.28;1.53;-1.16;1.71
34579.00ms : 0.94;-0.28;-0.27;2.26;-0.49;0.73
34599.00ms : 0.95;-0.25;-0.30;3.85;-0.79;-0.12
34619.00ms : 0.97;-0.25;-0.30;4.58;-0.37;0.18
34639.00ms : 0.95;-0.30;-0.29;4.46;-1.10;0.12
34659.00ms : 0.95;-0.29;-0.30;4.58;-1.04;-0.67
34679.00ms : 0.96;-0.31;-0.30;4.76;-1.77;-0.37
34699.00ms : 0.96;-0.32;-0.31;3.72;-2.26;0.18
34719.00ms : 0.95;-0.33;-0.30;2.75;-2.20;0.67
34739.00ms : 0.94;-0.28;-0.25;-6.96;0.43;-1.46
34759.00ms : 0.96;-0.28;-0.29;1.16;-1.83;-0.12
34779.00ms : 0.95;-0.25;-0.29;1.34;-2.69;-0.12
34799.00ms : 0.95;-0.21;-0.28;5.19;-3.48;0.85
34819.00ms : 0.96;-0.23;-0.29;11.29;-3.30;2.01
34839.00ms : 0.94;-0.32;-0.27;12.94;-2.14;2.20
34859.00ms : 0.96;-0.36;-0.28;8.06;-3.60;0.92
34879.00ms : 0.95;-0.33;-0.30;4.39;-4.33;0.43
34899.00ms : 0.97;-0.26;-0.30;1.59;-4.88;1.46
34919.00ms : 0.94;-0.29;-0.29;3.23;-3.17;1.53
34939.00ms : 0.95;-0.31;-0.28;4.70;-3.72;1.04
34959.00ms : 0.96;-0.30;-0.30;5.68;-5.43;0.92
34979.00ms : 0.95;-0.30;-0.30;6.59;-4.27;0.00
34999.00ms : 0.94;-0.29;-0.27;6.10;-3.85;0.18
35019.00ms : 0.94;-0.31;-0.28;4.70;-2.44;0.18
35039.00ms : 0.96;-0.31;-0.28;1.04;-3.17;-0.12
35059.00ms : 0.95;-0.29;-0.29;1.10;-3.97;0.06
35079.00ms : 0.94;-0.29;-0.28;2.62;-2.50;-0.06
35099.00ms : 0.94;-0.31;-0.28;2.56;-2.20;0.00
35119.00ms : 0.95;-0.32;-0.29;2.38;-2.44;0.37
35139.00ms : 0.94;-0.32;-0.29;2.01;-1.40;0.12
35159.00ms : 0.93;-0.31;-0.27;-1.16;0.06;-1.28
35179.00ms : 0.94;-0.30;-0.27;-2.01;0.55;-1.04
35199.00ms : 0.95;-0.28;-0.28;-1.95;0.67;-0.73
35219.00ms : 0.95;-0.29;-0.28;-0.31;-0.12;-0.24
35239.00ms : 0.95;-0.30;-0.28;-0.12;-0.18;0.55
35259.00ms : 0.95;-0.30;-0.29;-0.24;-0.55;0.31
35279.00ms : 0.94;-0.31;-0.27;-0.61;-0.12;1.40
35299.00ms : 0.95;-0.32;-0.28;-1.53;-0.49;1.46
35319.00ms : 0.95;-0.30;-0.29;-2.32;-1.40;1.22
35339.00ms : 0.95;-0.27;-0.29;-1.28;-0.61;0.06
35359.00ms : 0.95;-0.28;-0.28;-0.43;0.49;0.92
35379.00ms : 0.95;-0.29;-0.29;0.18;0.06;0.73
35399.00ms : 0.95;-0.31;-0.30;-0.73;0.55;0.37
35419.00ms : 0.94;-0.31;-0.29;-1.89;0.31;-0.31
35439.00ms : 0.95;-0.30;-0.30;-2.56;0.79;0.00
35459.00ms : 0.95;-0.31;-0.29;-2.50;0.43;0.37
35479.00ms : 0.96;-0.29;-0.29;-1.95;-0.49;0.18
35499.00ms : 0.95;-0.28;-0.29;-1.04;0.18;0.37
35519.00ms : 0.95;-0.28;-0.29;-1.04;0.85;-0.37
35539.00ms : 0.95;-0.29;-0.28;-1.95;0.98;-0.31
35559.00ms : 0.96;-0.30;-0.29;-2.26;0.37;-0.18
35579.00ms : 0.95;-0.29;-0.29;-1.89;0.06;-0.12
35599.00ms : 0.95;-0.29;-0.31;-0.92;0.37;0.12
35619.00ms : 0.96;-0.31;-0.29;-0.55;-0.12;0.24
35639.00ms : 0.95;-0.31;-0.29;-1.34;-0.12;-0.18
35659.00ms : 0.95;-0.31;-0.28;-2.20;-0.31;0.06
35679.00ms : 0.96;-0.29;-0.31;-2.38;-1.04;0.49
35699.00ms : 0.95;-0.29;-0.30;-2.44;-0.43;0.18
35719.00ms : 0.95;-0.30;-0.29;-2.26;-0.18;-0.18
35739.00ms : 0.96;-0.29;-0.29;-2.93;-0.92;-0.92
35759.00ms : 0.95;-0.28;-0.30;-1.77;-0.67;-0.61
35779.00ms : 0.95;-0.28;-0.30;-0.24;-0.79;0.00
35799.00ms : 0.94;-0.29;-0.29;0.61;-0.43;-0.43
35819.00ms : 0.95;-0.29;-0.29;0.85;-0.73;-0.85
35839.00ms : 0.95;-0.29;-0.28;-0.06;-1.10;-0.98
35859.00ms : 0.95;-0.29;-0.30;0.24;-0.85;-1.16
35879.00ms : 0.96;-0.30;-0.31;-0.24;-1.10;-0.85
35899.00ms : 0.94;-0.32;-0.29;-0.37;-1.40;-1.04
35919.00ms : 0.95;-0.30;-0.30;-0.49;-1.83;-1.83
35939.00ms : 0.96;-0.29;-0.30;-0.12;-1.53;-1.22
35959.00ms : 0.95;-0.31;-0.29;0.18;-1.53;-0.67
35979.00ms : 0.95;-0.30;-0.29;0.12;-1.83;-1.28
35999.00ms : 0.95;-0.29;-0.30;0.49;-1.53;-1.65
36019.00ms : 0.95;-0.29;-0.29;0.92;-1.71;-1.53
36039.00ms : 0.94;-0.28;-0.30;0.98;-1.59;-1.77
36059.00ms : 0.96;-0.28;-0.29;3.05;-0.73;-3.17
36079.00ms : 0.97;-0.27;-0.27;6.23;-0.06;-7.57
36099.00ms : 0.95;-0.29;-0.30;5.25;0.61;-9.28
36119.00ms : 0.91;-0.34;-0.30;1.59;0.61;-4.76
36139.00ms : 0.92;-0.37;-0.31;-2.14;0.31;-2.81
36159.00ms : 0.97;-0.34;-0.29;-4.46;-0.73;-3.60
36179.00ms : 0.95;-0.32;-0.31;-2.38;-1.89;-2.81
36199.00ms : 0.94;-0.32;-0.31;-0.98;-1.65;-0.98
36219.00ms : 0.94;-0.34;-0.29;-1.53;-1.46;0.43
36239.00ms : 0.94;-0.35;-0.29;-2.69;-1.59;-0.37
36259.00ms : 0.94;-0.32;-0.31;-3.36;-2.01;-0.31
36279.00ms : 0.94;-0.29;-0.31;-2.20;-1.59;0.73
36299.00ms : 0.94;-0.31;-0.29;-0.73;-1.34;1.34
36319.00ms : 0.94;-0.32;-0.28;-0.37;-1.28;0.92
36339.00ms : 0.94;-0.31;-0.29;-0.67;-1.89;0.55
36359.00ms : 0.96;-0.28;-0.31;1.95;-1.77;1.28
36379.00ms : 0.95;-0.31;-0.30;4.94;-1.83;2.14
36399.00ms : 0.93;-0.37;-0.29;3.17;-1.53;2.14
36419.00ms : 0.93;-0.38;-0.29;-1.95;-1.34;1.77
36439.00ms : 0.96;-0.34;-0.30;-5.49;-1.83;0.98
36459.00ms : 0.95;-0.32;-0.30;-5.62;-1.53;0.79
36479.00ms : 0.95;-0.32;-0.29;-4.58;-1.28;1.22
36499.00ms : 0.94;-0.31;-0.29;-4.58;-1.10;0.92
36519.00ms : 0.94;-0.29;-0.30;-3.42;-1.04;0.85
36539.00ms : 0.95;-0.29;-0.29;-2.14;-0.79;1.16
36559.00ms : 0.95;-0.32;-0.29;-1.71;-1.28;1.10
36579.00ms : 0.94;-0.32;-0.29;-1.77;-1.22;0.98
36599.00ms : 0.93;-0.31;-0.29;-2.44;-0.85;0.49
36619.00ms : 0.94;-0.29;-0.29;-2.32;-0.79;0.49
36639.00ms : 0.95;-0.30;-0.30;-1.22;-1.22;1.10
36659.00ms : 0.94;-0.32;-0.30;-0.24;-1.04;1.46
36679.00ms : 0.94;-0.33;-0.28;-1.59;-0.85;0.67
36699.00ms : 0.95;-0.30;-0.29;-3.72;-0.92;-0.43
36719.00ms : 0.96;-0.29;-0.29;-3.11;-1.04;0.24
36739.00ms : 0.95;-0.30;-0.29;-1.22;-1.22;0.79
36759.00ms : 0.94;-0.31;-0.29;0.43;-1.34;0.24
36779.00ms : 0.95;-0.31;-0.30;0.06;-1.77;0.24
36799.00ms : 0.95;-0.31;-0.29;-1.22;-1.40;0.43
36819.00ms : 0.94;-0.31;-0.29;-1.04;-1.34;0.31
36839.00ms : 0.95;-0.31;-0.29;-0.92;-1.53;-0.18
36859.00ms : 0.95;-0.30;-0.28;-1.53;-2.50;-0.12
36879.00ms : 0.95;-0.29;-0.29;-2.69;-2.01;0.06
36899.00ms : 0.95;-0.30;-0.29;-4.09;-2.93;-0.31
36919.00ms : 0.95;-0.30;-0.30;-2.75;-2.50;-0.43
36939.00ms : 0.95;-0.31;-0.30;-1.10;-2.26;0.00
36959.00ms : 0.94;-0.32;-0.29;0.00;-2.32;-1.04
36979.00ms : 0.94;-0.31;-0.30;-0.92;-2.50;-1.04
36999.00ms : 0.94;-0.32;-0.29;-1.59;-2.38;-1.34
37019.00ms : 0.95;-0.32;-0.29;-2.99;-2.56;-1.22
37039.00ms : 0.95;-0.30;-0.28;-2.08;-3.42;-1.83
37059.00ms : 0.95;-0.30;-0.30;-2.26;-3.60;-1.34
37079.00ms : 0.93;-0.33;-0.29;-2.08;-3.05;-0.98
37099.00ms : 0.94;-0.33;-0.27;-4.33;-3.48;-2.14
37119.00ms : 0.96;-0.29;-0.28;-5.74;-3.91;-4.09
37139.00ms : 0.95;-0.29;-0.30;-3.17;-4.39;-4.39
37159.00ms : 0.94;-0.34;-0.29;-1.46;-4.52;-3.42
37179.00ms : 0.95;-0.35;-0.28;-1.77;-5.31;-5.55
37199.00ms : 0.97;-0.29;-0.32;-1.83;-5.68;-8.24
37219.00ms : 0.97;-0.32;-0.30;-1.65;-5.00;-7.75
37239.00ms : 0.93;-0.37;-0.26;-1.10;-5.86;-8.12
37259.00ms : 0.95;-0.33;-0.26;0.37;-6.47;-10.80
37279.00ms : 0.99;-0.26;-0.25;2.32;-6.29;-14.04
37299.00ms : 0.98;-0.20;-0.25;5.19;-7.75;-17.88
37319.00ms : 1.01;-0.20;-0.22;9.46;-6.59;-20.69
37339.00ms : 1.15;-0.25;-0.18;13.12;-8.00;-31.62
37359.00ms : 1.23;-0.14;-0.22;12.57;-12.27;-47.73
37379.00ms : 1.20;-0.02;-0.27;8.18;-19.90;-51.94
37399.00ms : 1.20;0.07;-0.30;35.83;-34.24;-45.72
37419.00ms : 1.13;0.10;-0.34;85.82;-44.13;-36.93
37439.00ms : 1.04;-0.06;-0.41;126.28;-46.81;-31.01
37459.00ms : 1.10;-0.20;-0.46;149.78;-56.52;-19.53
37479.00ms : 1.14;-0.28;-0.54;178.47;-71.72;-15.14
37499.00ms : 1.24;-0.16;-0.65;216.13;-87.65;-7.08
37519.00ms : 1.23;-0.08;-0.74;245.79;-96.56;2.08
37539.00ms : 1.09;-0.24;-0.68;260.44;-105.90;5.07
37559.00ms : 1.15;-0.32;-0.67;256.71;-121.83;4.70
37579.00ms : 1.19;-0.37;-0.67;252.01;-140.38;1.59
37599.00ms : 1.15;-0.38;-0.73;254.70;-161.13;3.11
37619.00ms : 1.11;-0.32;-0.83;270.26;-183.35;9.46
37639.00ms : 1.04;-0.33;-0.93;294.98;-203.31;13.37
37659.00ms : 0.90;-0.40;-1.04;319.03;-222.11;13.98
37679.00ms : 0.86;-0.52;-1.10;333.31;-236.63;10.38
37699.00ms : 0.84;-0.62;-1.11;330.02;-247.92;2.99
37719.00ms : 0.76;-0.67;-1.15;318.36;-257.93;-5.98
37739.00ms : 0.70;-0.65;-1.16;308.53;-264.77;-9.70
37759.00ms : 0.65;-0.65;-1.14;301.21;-265.32;-6.10
37779.00ms : 0.55;-0.75;-1.10;292.05;-256.90;-6.77
37799.00ms : 0.44;-0.85;-1.00;270.63;-246.46;-10.50
37819.00ms : 0.43;-0.95;-0.91;242.43;-235.78;-6.65
37839.00ms : 0.55;-0.94;-0.87;214.29;-231.87;-1.16
37859.00ms : 0.68;-0.74;-0.87;206.24;-230.47;4.46
37879.00ms : 0.70;-0.65;-0.87;210.02;-224.55;12.08
37899.00ms : 0.64;-0.79;-0.92;217.77;-209.47;17.52
37919.00ms : 0.55;-0.92;-0.84;207.15;-189.82;13.85
37939.00ms : 0.54;-0.87;-0.83;193.05;-176.21;23.13
37959.00ms : 0.59;-0.90;-0.74;179.38;-153.75;29.05
37979.00ms : 0.60;-0.90;-0.54;156.01;-136.96;28.50
37999.00ms : 0.60;-0.86;-0.43;140.99;-126.53;31.92
38019.00ms : 0.67;-0.82;-0.36;127.99;-124.08;33.14
38039.00ms : 0.71;-0.77;-0.30;125.79;-125.37;31.25
38059.00ms : 0.70;-0.79;-0.30;136.78;-129.39;36.50
38079.00ms : 0.71;-0.83;-0.36;142.27;-136.96;39.06
38099.00ms : 0.72;-0.80;-0.39;139.16;-143.37;35.22
38119.00ms : 0.67;-0.76;-0.44;135.01;-143.86;32.84
38139.00ms : 0.66;-0.81;-0.48;130.00;-139.95;28.20
38159.00ms : 0.73;-0.69;-0.57;124.88;-139.28;27.16
38179.00ms : 0.74;-0.62;-0.58;126.16;-132.39;27.47
38199.00ms : 0.73;-0.66;-0.59;133.79;-126.04;32.23
38219.00ms : 0.73;-0.82;-0.53;130.31;-114.01;31.25
38239.00ms : 0.65;-0.82;-0.44;114.87;-103.15;24.66
38259.00ms : 0.65;-0.76;-0.39;101.32;-92.71;25.21
38279.00ms : 0.71;-0.77;-0.38;92.10;-87.22;28.56
38299.00ms : 0.72;-0.80;-0.33;88.01;-80.69;21.30
38319.00ms : 0.66;-0.77;-0.37;78.74;-77.88;17.64
38339.00ms : 0.66;-0.70;-0.44;73.85;-77.27;22.28
38359.00ms : 0.77;-0.82;-0.59;69.52;-75.87;24.29
38379.00ms : 0.75;-0.74;-0.48;58.41;-70.80;7.81
38399.00ms : 0.68;-0.62;-0.48;50.90;-64.82;6.77
38419.00ms : 0.71;-0.61;-0.69;40.71;-43.64;4.70
38439.00ms : 0.80;-0.61;-0.47;54.14;-48.95;9.46
38459.00ms : 0.81;-0.61;-0.46;60.24;-44.37;8.36
38479.00ms : 0.76;-0.62;-0.46;64.45;-41.69;10.01
38499.00ms : 0.71;-0.60;-0.51;65.55;-37.90;17.03
38519.00ms : 0.79;-0.64;-0.46;57.19;-33.33;23.56
38539.00ms : 0.99;-0.31;-0.30;45.10;-31.01;19.10
38559.00ms : 0.84;-0.52;-0.37;51.33;-40.10;21.85
38579.00ms : 0.89;-0.43;-0.21;64.03;-52.92;27.59
38599.00ms : 0.91;-0.54;-0.21;78.49;-57.74;26.00
38619.00ms : 0.97;-0.59;-0.09;97.84;-75.99;18.07
38639.00ms : 0.96;-0.60;-0.23;116.70;-91.98;4.52
38659.00ms : 0.88;-0.58;-0.39;119.51;-98.88;0.61
38679.00ms : 0.83;-0.55;-0.44;125.92;-97.90;1.59
38699.00ms : 0.79;-0.54;-0.52;130.62;-94.18;6.47
38719.00ms : 0.81;-0.55;-0.50;131.41;-93.81;15.56
38739.00ms : 0.81;-0.66;-0.49;129.52;-93.14;19.17
